Exchange Date,Open,Return,Missing
13-Apr-2023,29969,-0.75%,
09-Aug-2021,43646.75,-0.74%,
27-Jun-2020,9207.4,-0.74%,
06-Jun-2020,9713.59,-0.73%,
13-Apr-2022,39530.62,-0.73%,
08-Apr-2022,43562.98,-0.72%,
03-Sep-2022,19919.04,-0.72%,
08-Jul-2018,6523.8,-0.71%,
29-May-2019,8686.32,-0.71%,
26-Feb-2023,22935,-0.70%,
26-Sep-2021,42663.9,-0.70%,
27-Oct-2021,62088.98,-0.70%,
17-Sep-2018,6483.04,-0.69%,
31-Jul-2020,11145.43,-0.69%,
28-May-2021,38486.87,-0.69%,
12-Nov-2018,6316.97,-0.68%,
19-May-2020,9682.1,-0.68%,
19-Feb-2021,52044.1,-0.68%,
14-Jun-2020,9397.69,-0.68%,
29-Dec-2020,26584.87,-0.68%,
02-Oct-2018,6540.57,-0.67%,
27-Jan-2022,36332.97,-0.66%,
25-Nov-2021,57325.62,-0.66%,
30-Apr-2019,5125.75,-0.66%,
16-Feb-2021,48325.31,-0.66%,
05-Apr-2022,46304.29,-0.66%,
20-Sep-2021,47652,-0.65%,
19-Oct-2020,11466.87,-0.65%,
26-Jan-2022,36575.75,-0.65%,
20-Sep-2022,19520,-0.64%,
24-Apr-2023,27461.54,-0.64%,
16-Mar-2018,8248.21,-0.62%,
02-Sep-2022,20063,-0.62%,
06-Nov-2021,60970.83,-0.62%,
24-Dec-2020,23295.14,-0.62%,
01-Jan-2020,7196,-0.61%,
11-Mar-2023,20099,-0.61%,
26-Sep-2022,19011,-0.61%,
18-Nov-2021,60115.67,-0.60%,
10-Apr-2019,5220.01,-0.59%,
11-Jul-2021,33324.24,-0.59%,
02-Jul-2018,6319,-0.59%,
18-Feb-2019,3574.54,-0.59%,
04-Oct-2018,6481.7,-0.58%,
30-Aug-2018,7043.01,-0.58%,
04-May-2023,28529,-0.58%,
01-May-2018,9266.01,-0.58%,
23-Oct-2019,8159,-0.58%,
08-Aug-2018,6877.06,-0.57%,
04-Nov-2021,62764.38,-0.57%,
18-Sep-2020,10936.94,-0.57%,
15-Mar-2022,38724.25,-0.57%,
19-Sep-2019,10189.97,-0.57%,
07-Jun-2019,7688.75,-0.57%,
03-Mar-2023,23424.25,-0.56%,
30-Nov-2018,4191.44,-0.56%,
07-Apr-2023,27997,-0.56%,
17-Sep-2019,10241,-0.56%,
04-Nov-2019,9161.44,-0.55%,
27-Jul-2018,8134.74,-0.55%,
24-Nov-2019,7284.25,-0.55%,
01-May-2022,38338.5,-0.55%,
09-Jul-2022,21496.69,-0.55%,
26-Jul-2018,8180.01,-0.55%,
24-Mar-2022,42365.25,-0.55%,
30-Jul-2021,39725.69,-0.55%,
17-Aug-2021,46053.01,-0.55%,
17-Sep-2022,19750,-0.55%,
06-Sep-2022,19737,-0.54%,
17-Jan-2022,43086.82,-0.53%,
27-May-2020,8858.25,-0.53%,
03-Feb-2019,3430.24,-0.53%,
04-Jan-2023,16663.25,-0.53%,
22-Dec-2022,16791,-0.53%,
05-Jan-2018,14949.47,-0.52%,
27-Nov-2018,3658.81,-0.52%,
14-Mar-2022,38945.63,-0.51%,
22-Jul-2022,23136.89,-0.51%,
20-Jun-2018,6692.5,-0.51%,
16-Apr-2023,30313,-0.51%,
23-Nov-2018,4427.47,-0.51%,
30-May-2019,8642.5,-0.50%,
01-Oct-2020,10702.55,-0.50%,
13-Feb-2019,3573.81,-0.50%,
13-Jan-2019,3626.84,-0.49%,
23-Jul-2022,23023.46,-0.49%,
25-Oct-2022,19374.75,-0.49%,
12-Jul-2018,6354.99,-0.49%,
16-Nov-2021,63876.01,-0.49%,
07-Aug-2019,11662,-0.48%,
03-Mar-2019,3809.06,-0.47%,
27-Jul-2019,9823.86,-0.47%,
18-Apr-2022,40120.67,-0.47%,
09-Oct-2022,19459.62,-0.47%,
06-Dec-2022,16974,-0.46%,
16-Sep-2022,19858.25,-0.45%,
19-Mar-2021,57487.75,-0.45%,
19-Sep-2020,10887.37,-0.45%,
10-Nov-2019,8790.91,-0.45%,
04-Mar-2019,3792.24,-0.44%,
26-Oct-2018,6394.41,-0.44%,
14-Aug-2018,6278.34,-0.44%,
07-Nov-2019,9314.71,-0.44%,
22-Dec-2019,7163.2,-0.44%,
01-Feb-2019,3416.17,-0.43%,
17-Aug-2022,23978,-0.43%,
25-Oct-2019,7456.5,-0.42%,
30-Jan-2019,3401.24,-0.42%,
27-Feb-2019,3789.72,-0.42%,
26-Nov-2020,18870.47,-0.41%,
16-Oct-2022,19096,-0.41%,
22-Jun-2018,6719.15,-0.41%,
10-Dec-2022,17114,-0.41%,
11-Feb-2019,3606.31,-0.41%,
03-Oct-2022,19196,-0.41%,
25-Jan-2023,22901,-0.40%,
04-Dec-2022,16947,-0.40%,
03-Aug-2022,23027.2,-0.40%,
12-Feb-2019,3591.88,-0.40%,
26-Jan-2019,3556.64,-0.40%,
27-Aug-2018,6689.19,-0.40%,
30-Apr-2023,29288,-0.39%,
30-Mar-2019,4073.97,-0.39%,
08-Apr-2023,27889,-0.39%,
13-Dec-2019,7196,-0.38%,
04-Feb-2019,3417.09,-0.38%,
28-Jan-2022,36193.76,-0.38%,
08-Jun-2022,31310.78,-0.38%,
06-Apr-2023,28154,-0.38%,
17-Nov-2018,5448.48,-0.37%,
18-Jun-2018,6508,-0.36%,
29-Jan-2023,23007,-0.36%,
21-Dec-2021,46972.18,-0.36%,
22-Feb-2019,3899.56,-0.36%,
26-May-2020,8905.5,-0.36%,
18-Sep-2021,46968.3,-0.36%,
22-Mar-2018,8882.9,-0.36%,
06-Nov-2022,21307.4,-0.35%,
10-Apr-2020,7298.9,-0.35%,
19-Jan-2019,3612.52,-0.35%,
19-Jul-2021,31610.94,-0.35%,
09-Oct-2021,53985.41,-0.35%,
29-Aug-2021,48745.58,-0.35%,
03-Apr-2021,58670.03,-0.35%,
01-Mar-2020,8636.11,-0.35%,
19-Jun-2020,9338.36,-0.34%,
13-Jun-2023,25895,-0.34%,
01-Jul-2020,9147.13,-0.34%,
07-May-2019,5692.74,-0.34%,
15-Dec-2020,19200.99,-0.33%,
25-Apr-2022,39670.5,-0.33%,
24-Nov-2020,18430.6,-0.33%,
18-Jul-2021,31722.08,-0.32%,
03-Oct-2018,6519.59,-0.32%,
15-Oct-2020,11393.5,-0.32%,
30-Sep-2022,19507,-0.32%,
02-Feb-2020,9355.14,-0.31%,
30-Mar-2020,6106.77,-0.30%,
17-Nov-2019,8451.25,-0.30%,
12-Jun-2019,7925.5,-0.30%,
04-Feb-2023,23383,-0.29%,
07-Jul-2022,20370.45,-0.29%,
08-Dec-2020,19085.01,-0.29%,
17-Aug-2020,11833.86,-0.29%,
12-Jul-2020,9215.25,-0.28%,
07-Nov-2022,21247,-0.28%,
30-May-2020,9415.75,-0.28%,
15-Nov-2021,64189.1,-0.27%,
24-Mar-2021,54433.57,-0.27%,
01-Jan-2023,16542,-0.26%,
24-Oct-2018,6391.25,-0.26%,
09-Sep-2022,19333.45,-0.26%,
21-Nov-2019,8087.25,-0.26%,
31-Mar-2022,47289.19,-0.26%,
31-Aug-2021,48664.75,-0.25%,
04-Nov-2018,6339.71,-0.25%,
30-Jun-2022,20189.66,-0.25%,
19-Nov-2022,16642,-0.25%,
20-Jun-2020,9314.94,-0.25%,
27-Dec-2018,3775.16,-0.25%,
15-Apr-2019,5111,-0.25%,
28-Feb-2020,8750.93,-0.25%,
22-Sep-2022,18921,-0.24%,
15-May-2021,49186.65,-0.24%,
08-Jul-2020,9252.75,-0.24%,
13-Apr-2019,5042.92,-0.24%,
28-Nov-2020,17006.61,-0.24%,
24-Mar-2019,3970.82,-0.24%,
09-Jan-2022,41767.65,-0.23%,
18-Feb-2023,24482,-0.23%,
24-Sep-2018,6695.86,-0.23%,
02-Dec-2021,57019.46,-0.23%,
03-Dec-2021,56893.76,-0.22%,
09-Jun-2018,7639.12,-0.22%,
14-Nov-2018,6292.2,-0.22%,
17-Apr-2022,40309.5,-0.22%,
28-Sep-2022,19071,-0.21%,
09-Mar-2023,22007.47,-0.21%,
03-Oct-2021,48023,-0.21%,
08-Feb-2019,3358.25,-0.21%,
22-Nov-2021,59516.81,-0.20%,
30-Jul-2019,9505.94,-0.20%,
20-Jul-2020,9159.09,-0.20%,
25-May-2018,7576.8,-0.20%,
09-Jan-2020,8004,-0.20%,
14-Nov-2019,8751.25,-0.20%,
17-Dec-2018,3196,-0.19%,
28-Jan-2019,3548.6,-0.19%,
15-Jun-2020,9380,-0.19%,
21-Jul-2022,23255.75,-0.19%,
26-Dec-2022,16798.43,-0.19%,
18-Jun-2022,20632.75,-0.19%,
17-Aug-2019,10348.9,-0.18%,
02-Apr-2021,58874,-0.18%,
18-Oct-2018,6444.2,-0.18%,
26-Aug-2022,21651.25,-0.17%,
13-Nov-2018,6306,-0.17%,
11-Oct-2018,6636.9,-0.17%,
30-Oct-2019,9442.75,-0.16%,
04-May-2021,56812.89,-0.15%,
26-Dec-2019,7236.7,-0.15%,
30-Oct-2022,20906,-0.15%,
26-Jun-2020,9275.58,-0.15%,
26-Dec-2021,50819.8,-0.14%,
24-Apr-2018,8936.8,-0.14%,
04-Jul-2022,19204.68,-0.14%,
21-May-2019,7967,-0.14%,
10-Jun-2018,7628.88,-0.13%,
05-Mar-2020,8726,-0.13%,
08-Oct-2018,6542.08,-0.12%,
16-Mar-2020,5283.7,-0.12%,
20-Feb-2022,39928.77,-0.12%,
05-Mar-2023,22216.75,-0.12%,
11-Dec-2021,47922.47,-0.12%,
21-Feb-2020,9609,-0.12%,
01-Aug-2022,23746.76,-0.12%,
24-Jun-2020,9630,-0.12%,
24-Jan-2022,35336.92,-0.12%,
07-Jun-2020,9702.79,-0.11%,
09-Jan-2023,16925,-0.11%,
29-Jul-2018,8164.09,-0.11%,
07-Mar-2023,22412,-0.11%,
16-Feb-2019,3563.94,-0.11%,
16-Sep-2018,6528.33,-0.10%,
13-May-2018,8412.92,-0.10%,
22-Jun-2020,9307.5,-0.09%,
10-Jun-2022,30153.17,-0.09%,
09-Apr-2018,6988.99,-0.09%,
15-Feb-2019,3567.71,-0.09%,
23-Dec-2021,49056.49,-0.09%,
23-Aug-2020,11602.75,-0.09%,
25-Apr-2020,7529.68,-0.09%,
06-Nov-2018,6401.91,-0.09%,
14-Feb-2019,3570.9,-0.08%,
29-Oct-2018,6399.69,-0.08%,
03-Dec-2019,7318.98,-0.08%,
30-Apr-2018,9319.82,-0.07%,
15-Feb-2022,42245.68,-0.07%,
31-Dec-2022,16585.7,-0.07%,
20-Oct-2018,6382.92,-0.07%,
24-Feb-2020,9903.8,-0.06%,
07-Feb-2022,41668.04,-0.06%,
17-Mar-2021,56379.85,-0.06%,
06-Oct-2018,6538.99,-0.06%,
29-Aug-2022,20010,-0.05%,
06-Mar-2022,39361.66,-0.04%,
07-Jun-2018,7625,-0.04%,
27-Jan-2019,3555.3,-0.04%,
01-Apr-2020,6475.5,-0.04%,
11-Jan-2018,14505.06,-0.04%,
18-Dec-2022,16716,-0.03%,
25-Apr-2023,27452.75,-0.03%,
09-Jan-2019,3999.88,-0.03%,
03-Aug-2019,10403.6,-0.03%,
19-Dec-2022,16711.5,-0.03%,
21-Sep-2018,6374.99,-0.02%,
23-Jul-2020,9378.25,-0.02%,
04-Sep-2018,7301.76,-0.02%,
23-Oct-2018,6407.98,-0.02%,
05-Oct-2020,10609.75,-0.01%,
11-Nov-2020,15389.5,-0.01%,
04-Apr-2020,6742,-0.01%,
23-Dec-2022,16790,-0.01%,
24-Feb-2018,9920.64,-0.01%,
28-Sep-2019,8088.1,0.00%,
11-Oct-2019,8579.5,0.00%,
16-Jan-2022,43316.94,0.00%,
11-Jul-2020,9241.47,0.00%,
01-Jan-2022,47294.88,0.00%,
02-Jan-2022,47294.88,0.00%,
05-Jun-2023,27201,0.00%,
12-Jun-2023,25983.82,0.00%,
13-Dec-2022,17176,0.00%,
05-Feb-2019,3417.15,0.00%,
22-Aug-2018,6453.57,0.00%,
28-Oct-2018,6404.89,0.00%,
13-Jul-2020,9216,0.01%,
21-Jun-2020,9316.33,0.01%,
20-May-2020,9683.58,0.02%,
18-Oct-2021,61011.41,0.02%,
06-Feb-2019,3418,0.02%,
12-Dec-2019,7223.8,0.02%,
27-Mar-2022,44583.83,0.03%,
08-Jul-2019,11461,0.03%,
17-Jun-2020,9491.79,0.03%,
28-Jan-2023,23090,0.04%,
20-Aug-2018,6363.58,0.05%,
03-Apr-2022,46185.61,0.05%,
23-May-2023,26896,0.06%,
18-Apr-2020,7061.69,0.06%,
25-Mar-2019,3973.31,0.06%,
19-Aug-2022,23420.25,0.07%,
27-Oct-2020,13025.5,0.07%,
21-Oct-2018,6387.16,0.07%,
18-Sep-2019,10248,0.07%,
05-Apr-2021,58136.05,0.07%,
25-Dec-2021,50892.41,0.08%,
22-Jan-2019,3521.12,0.08%,
23-Sep-2019,9970.25,0.08%,
13-Aug-2022,24230,0.08%,
23-Sep-2018,6711.32,0.08%,
13-Jan-2020,8095.37,0.08%,
30-Aug-2021,48788.25,0.09%,
05-May-2019,5691.25,0.09%,
10-Jan-2019,4003.73,0.10%,
25-Dec-2022,16830,0.10%,
08-Jan-2023,16943.75,0.10%,
05-Sep-2021,50181.07,0.10%,
05-Oct-2021,48993.95,0.11%,
11-Dec-2022,17134,0.12%,
31-Mar-2019,4078.76,0.12%,
19-Jan-2020,8914.75,0.12%,
01-Sep-2020,11676.25,0.12%,
21-Jul-2020,9170.32,0.12%,
02-Nov-2021,60733,0.12%,
07-Dec-2022,16995,0.12%,
05-Feb-2023,23412.25,0.13%,
21-Mar-2021,58500,0.13%,
16-Jan-2023,20929.5,0.13%,
06-Jan-2019,3836.37,0.13%,
24-Dec-2022,16813,0.14%,
24-Dec-2019,7318.75,0.14%,
06-Jan-2023,16843.36,0.14%,
19-Jul-2020,9177.5,0.14%,
25-Jun-2019,10857,0.14%,
14-Jul-2018,6182.84,0.14%,
11-May-2022,30985.71,0.15%,
10-Oct-2022,19488.5,0.15%,
13-Nov-2022,16747,0.15%,
20-Nov-2022,16667.63,0.15%,
04-Feb-2022,36962.81,0.16%,
31-May-2020,9430.72,0.16%,
23-Mar-2019,3980.21,0.16%,
29-Mar-2021,55989.75,0.16%,
27-Oct-2018,6404.65,0.16%,
31-Dec-2021,47294.88,0.16%,
08-Sep-2018,6442.57,0.16%,
05-Oct-2019,8180.4,0.16%,
13-Apr-2021,59935,0.17%,
04-Jul-2020,9097.3,0.17%,
05-May-2018,9671.24,0.17%,
17-Feb-2022,44084.55,0.17%,
29-Apr-2020,7719,0.17%,
01-Oct-2018,6585.01,0.17%,
07-Oct-2018,6550.25,0.17%,
23-Oct-2022,19212.25,0.17%,
12-Sep-2019,10093.75,0.18%,
08-Aug-2022,23211.75,0.18%,
22-Mar-2023,28153,0.18%,
07-Jun-2021,35892.06,0.18%,
17-Oct-2022,19132,0.19%,
09-Dec-2021,50635,0.19%,
19-Dec-2021,46965.2,0.20%,
02-Jan-2023,16574.75,0.20%,
30-Jun-2020,9178.25,0.20%,
08-May-2023,28908.55,0.20%,
09-Apr-2023,27944.75,0.20%,
12-Aug-2019,11378.25,0.20%,
27-Dec-2022,16832.25,0.20%,
04-Dec-2019,7334,0.21%,
21-Jan-2020,8667,0.22%,
24-Mar-2018,8617.65,0.22%,
17-Jul-2021,31824.91,0.22%,
11-Jun-2021,36476.84,0.22%,
01-Apr-2019,4087.81,0.22%,
03-Jan-2022,47402.32,0.23%,
06-May-2020,8939,0.23%,
29-Nov-2019,7563.75,0.23%,
12-Jan-2020,8088.94,0.24%,
12-Dec-2022,17175.86,0.24%,
31-Jan-2021,34687.22,0.25%,
12-Sep-2020,10326.96,0.25%,
05-Jan-2020,7325.86,0.25%,
14-May-2023,26860,0.25%,
07-Feb-2023,22915,0.26%,
02-Apr-2023,28467.25,0.26%,
15-May-2023,26931,0.26%,
12-Jun-2018,6758.14,0.27%,
21-Aug-2019,10704.75,0.27%,
02-Jan-2020,7216.25,0.28%,
16-Jun-2021,39959.84,0.28%,
09-Feb-2022,44225.82,0.28%,
13-Oct-2018,6318,0.29%,
04-Nov-2022,20237,0.29%,
31-May-2023,27770.28,0.29%,
26-Apr-2020,7551.75,0.29%,
05-Jun-2022,29726.58,0.30%,
29-Nov-2020,17057.75,0.30%,
24-Jan-2023,22994,0.30%,
06-Sep-2021,50334.89,0.31%,
01-Jan-2021,28987.6,0.31%,
24-Feb-2023,23879,0.32%,
13-Aug-2019,11414.15,0.32%,
14-Jul-2020,9245.4,0.32%,
07-Oct-2022,20050,0.32%,
07-Feb-2020,9720.5,0.33%,
23-Aug-2019,10177.75,0.33%,
03-Mar-2022,44035.83,0.33%,
28-Dec-2020,26766,0.34%,
21-Apr-2022,41428.5,0.34%,
25-Jul-2020,9628.3,0.34%,
07-Nov-2018,6423.65,0.34%,
26-May-2023,26489.75,0.34%,
22-Oct-2018,6409,0.34%,
07-Jul-2021,33966.89,0.34%,
16-Dec-2019,7095.56,0.34%,
30-May-2023,27689.87,0.34%,
31-Jul-2019,9538.75,0.35%,
22-Mar-2022,41184.85,0.35%,
19-Jul-2018,7335.1,0.35%,
03-Nov-2018,6355.77,0.35%,
07-Mar-2019,3845.53,0.35%,
14-Aug-2020,11613.38,0.36%,
02-Nov-2022,20473.37,0.36%,
06-May-2019,5712,0.36%,
26-Jun-2022,21396.91,0.37%,
01-Sep-2019,9487.8,0.37%,
31-Oct-2018,6263,0.37%,
10-Feb-2019,3621.05,0.37%,
15-Jul-2020,9279.8,0.37%,
10-Apr-2023,28049,0.37%,
10-May-2023,27659,0.37%,
30-Jun-2019,11790,0.37%,
20-Dec-2019,7160,0.38%,
20-Dec-2021,47141.49,0.38%,
15-Dec-2022,17831,0.38%,
11-Sep-2020,10301.23,0.38%,
04-Jul-2018,6613.22,0.39%,
07-Nov-2021,61211.75,0.40%,
12-Jan-2019,3644.82,0.40%,
23-Sep-2020,10539,0.40%,
26-Aug-2019,10080.25,0.40%,
17-Jun-2018,6531.76,0.40%,
25-May-2022,29426.75,0.41%,
08-Jun-2018,7655.9,0.41%,
20-Mar-2019,3987.38,0.41%,
26-Jan-2018,11250.61,0.41%,
13-May-2022,28528.46,0.42%,
22-Apr-2020,6890.75,0.42%,
13-Oct-2019,8330.9,0.42%,
25-Nov-2022,16542,0.42%,
28-Nov-2022,16519,0.43%,
19-May-2018,8229.25,0.43%,
14-Nov-2021,64365.43,0.44%,
21-Mar-2023,28103,0.44%,
12-Sep-2022,21556,0.44%,
11-Aug-2021,45644.25,0.44%,
11-Nov-2018,6360.45,0.45%,
11-Apr-2021,58572.57,0.45%,
13-Nov-2019,8768.7,0.45%,
24-Apr-2022,39801.6,0.45%,
20-Jun-2019,9164.38,0.46%,
20-Nov-2021,57855.89,0.46%,
25-Dec-2020,23402.25,0.46%,
14-Mar-2018,9061.99,0.46%,
06-Feb-2021,37859.99,0.47%,
28-Jul-2018,8173,0.47%,
28-Aug-2018,6720.98,0.48%,
05-Sep-2022,19844,0.48%,
04-Jun-2023,27201,0.48%,
22-Nov-2020,18671.25,0.48%,
21-Dec-2019,7194.51,0.48%,
10-Sep-2021,46263.25,0.49%,
30-Dec-2022,16597,0.49%,
07-Jan-2023,16926.25,0.49%,
25-Oct-2018,6422.71,0.49%,
24-May-2019,7874.75,0.49%,
12-Jan-2023,17558.75,0.50%,
10-Oct-2018,6648.2,0.50%,
01-Nov-2019,9232.3,0.50%,
06-Aug-2018,7017.05,0.50%,
24-Jun-2021,33057.18,0.51%,
03-Dec-2022,17015.5,0.51%,
16-Sep-2019,10298.25,0.51%,
17-Apr-2023,30468.25,0.51%,
14-Jan-2020,8137.5,0.52%,
30-Dec-2018,3913.3,0.52%,
19-Dec-2020,22912.63,0.52%,
05-Aug-2019,10943,0.53%,
30-May-2022,29147,0.53%,
27-Sep-2022,19112,0.53%,
01-Apr-2021,58979.88,0.54%,
01-Nov-2018,6296.55,0.54%,
22-Jan-2020,8713.93,0.54%,
17-Feb-2021,48588.75,0.55%,
05-Jan-2022,46226.5,0.55%,
24-Aug-2020,11666.59,0.55%,
03-Dec-2020,19158.99,0.55%,
28-Dec-2019,7221.5,0.56%,
19-Feb-2023,24621.25,0.57%,
20-May-2023,26875.66,0.57%,
10-Jun-2020,9757.5,0.57%,
20-Feb-2019,3984.7,0.58%,
07-Mar-2020,9164.4,0.58%,
20-Apr-2018,8235.06,0.59%,
19-Oct-2021,61369.25,0.59%,
12-Sep-2021,45316.86,0.59%,
02-Nov-2018,6333.57,0.59%,
15-Apr-2023,30468,0.59%,
24-May-2020,9233.84,0.60%,
21-Mar-2019,4012.05,0.62%,
27-Mar-2019,3914.84,0.62%,
30-Jul-2018,8214.68,0.62%,
22-Feb-2020,9669,0.62%,
05-Dec-2022,17053,0.63%,
06-May-2018,9731.84,0.63%,
08-Mar-2019,3869.79,0.63%,
20-Sep-2019,10254.75,0.64%,
15-Apr-2020,6868.7,0.64%,
25-Aug-2020,11741,0.64%,
28-Feb-2023,23384,0.64%,
18-May-2022,30081,0.64%,
27-Apr-2018,9125,0.64%,
26-Nov-2022,16649,0.65%,
02-Mar-2019,3827.18,0.65%,
10-Feb-2022,44513.75,0.65%,
15-Oct-2018,6236.46,0.66%,
26-Aug-2021,48669.88,0.66%,
01-Jun-2020,9493.54,0.67%,
24-Oct-2021,61120.13,0.67%,
05-Dec-2018,3896.61,0.67%,
18-Jul-2020,9164.3,0.68%,
22-Oct-2019,8206.25,0.68%,
04-Jun-2020,9584,0.68%,
07-Dec-2020,19140.5,0.68%,
18-Nov-2018,5485.79,0.68%,
20-Jan-2021,36481.05,0.70%,
18-Oct-2019,8042.6,0.71%,
20-May-2018,8289.13,0.73%,
03-Jun-2023,27071,0.74%,
13-Feb-2023,21988.75,0.75%,
29-Jan-2020,9036.59,0.75%,
29-Jan-2018,11633.4,0.75%,
18-Apr-2019,5224,0.75%,
04-Oct-2020,10611.25,0.75%,
25-Jun-2018,6176.44,0.76%,
22-Aug-2021,49022.5,0.76%,
18-Jan-2019,3625.31,0.76%,
19-Nov-2018,5527.59,0.76%,
13-Mar-2022,39146.75,0.77%,
10-Jan-2022,42088.21,0.77%,
12-Apr-2018,6889.98,0.77%,
29-Jul-2019,9525.28,0.78%,
25-Jan-2019,3570.91,0.78%,
11-May-2023,27875,0.78%,
22-Oct-2022,19179,0.78%,
07-Dec-2019,7430.84,0.80%,
24-Jul-2021,32491.82,0.80%,
19-Nov-2020,17777.82,0.80%,
20-Jan-2023,20944,0.80%,
01-Apr-2018,6899.15,0.81%,
29-Jul-2020,10976.83,0.81%,
15-Oct-2021,57429.72,0.81%,
16-Jan-2020,8817.96,0.81%,
04-Nov-2020,13736.93,0.81%,
05-Sep-2018,7361,0.81%,
21-Jun-2018,6746.81,0.81%,
28-Mar-2022,44947,0.81%,
28-Jul-2021,38041.75,0.82%,
17-Jan-2019,3597.92,0.83%,
14-Dec-2019,7255.75,0.83%,
11-Jun-2023,25983.82,0.83%,
14-Nov-2020,16288.01,0.83%,
06-Jun-2022,29975.22,0.84%,
16-Aug-2020,11867.75,0.84%,
01-Apr-2023,28392.5,0.85%,
26-Sep-2020,10722.73,0.85%,
13-Oct-2022,19168,0.85%,
05-May-2020,8918.22,0.85%,
02-Apr-2022,46163.67,0.85%,
18-Jan-2023,21314,0.86%,
08-Dec-2021,50538,0.87%,
25-Apr-2021,50982.25,0.87%,
31-Jan-2019,3430.88,0.87%,
15-Jul-2021,32792.98,0.87%,
22-Jul-2018,7411.49,0.88%,
30-Aug-2022,20186.75,0.88%,
23-Dec-2018,3881.05,0.89%,
29-May-2022,28993.14,0.89%,
01-Feb-2023,22950,0.89%,
17-Feb-2019,3595.7,0.89%,
02-Jan-2021,29247.92,0.90%,
01-Oct-2022,19682.76,0.90%,
01-Jun-2019,8538.25,0.90%,
03-Aug-2018,7550,0.90%,
07-Aug-2022,23170.75,0.91%,
13-Sep-2018,6304.99,0.91%,
21-Apr-2019,5317,0.91%,
04-Apr-2022,46609.75,0.92%,
04-Jun-2018,7676.24,0.92%,
08-Apr-2019,5125.53,0.93%,
03-Mar-2018,11026.93,0.93%,
14-Feb-2022,42275.8,0.94%,
02-Apr-2019,4126.09,0.94%,
18-Nov-2022,16683.89,0.94%,
09-Feb-2018,8160.76,0.94%,
05-Oct-2018,6542.67,0.94%,
05-Jan-2023,16820,0.94%,
25-Aug-2022,21689,0.94%,
02-Feb-2019,3448.53,0.95%,
02-Nov-2019,9320.25,0.95%,
08-Nov-2018,6484.9,0.95%,
29-Sep-2019,8165.58,0.96%,
09-Jan-2021,40093.25,0.96%,
28-Apr-2020,7705.88,0.97%,
05-Jan-2019,3831.29,0.97%,
17-Jan-2023,21133,0.97%,
02-Feb-2022,38805.12,0.98%,
22-May-2022,29384.67,0.98%,
29-Mar-2023,27310,0.98%,
06-Mar-2023,22435.75,0.99%,
23-Jun-2021,32889.85,0.99%,
18-Jul-2019,9690.24,1.00%,
03-May-2022,38308.87,1.00%,
20-Nov-2020,17956.04,1.00%,
28-Sep-2020,10739.25,1.00%,
27-May-2023,26757,1.01%,
05-Feb-2021,37682.9,1.01%,
02-Jul-2020,9239.75,1.01%,
15-Sep-2018,6535,1.02%,
23-Feb-2019,3939.21,1.02%,
07-Jul-2018,6570.75,1.02%,
09-May-2019,5898.64,1.02%,
10-May-2018,9241.28,1.03%,
21-Jul-2019,10617.41,1.03%,
06-Dec-2020,19010.52,1.03%,
24-Jun-2018,6130.13,1.03%,
21-Apr-2021,56780.9,1.03%,
20-Sep-2018,6376.57,1.04%,
01-May-2023,29592,1.04%,
26-Apr-2019,5491.9,1.05%,
06-Jul-2020,9038.9,1.06%,
01-Sep-2022,20188,1.06%,
17-Oct-2018,6455.66,1.06%,
27-Apr-2020,7632,1.06%,
03-Jan-2023,16751.75,1.07%,
27-May-2018,7527.89,1.07%,
14-Jul-2022,19653.76,1.07%,
05-Nov-2018,6407.54,1.07%,
14-Apr-2023,30289.89,1.07%,
28-Mar-2018,7995,1.07%,
28-Apr-2019,5202,1.08%,
05-Jul-2018,6684.58,1.08%,
21-Jun-2022,20431.25,1.08%,
21-May-2023,27167,1.08%,
26-May-2022,29747.25,1.09%,
20-Jul-2018,7415.71,1.10%,
20-Mar-2022,42203.61,1.10%,
02-May-2019,5309.5,1.10%,
06-Apr-2021,58777.69,1.10%,
06-Jun-2019,7732.5,1.10%,
11-Jun-2020,9865.36,1.11%,
09-Jun-2023,26654.56,1.11%,
14-Aug-2022,24498.25,1.11%,
13-Sep-2020,10442,1.11%,
18-Nov-2019,8545.5,1.12%,
09-Oct-2018,6615.16,1.12%,
10-Apr-2021,58312.42,1.12%,
26-Jul-2020,9736.5,1.12%,
03-Feb-2020,9460.4,1.13%,
14-Oct-2022,19384,1.13%,
01-Feb-2022,38429.82,1.13%,
28-Nov-2021,54612.21,1.13%,
27-Sep-2021,43150.15,1.14%,
16-Jun-2020,9488.7,1.16%,
30-Dec-2020,26893.11,1.16%,
06-Dec-2021,49322.48,1.17%,
04-Sep-2021,50129.19,1.17%,
20-Apr-2021,56199.26,1.17%,
02-Jan-2019,3716.98,1.17%,
15-Jan-2022,43317.83,1.17%,
12-Mar-2021,57581.97,1.18%,
14-Sep-2019,10450,1.18%,
17-Sep-2020,10999.54,1.19%,
08-Oct-2020,10671,1.19%,
24-May-2023,27217,1.19%,
16-Mar-2019,3899.11,1.20%,
19-Jan-2021,36228.08,1.20%,
30-Jul-2022,24318.57,1.20%,
14-Oct-2019,8431,1.20%,
29-Sep-2020,10868.62,1.20%,
31-Oct-2020,13661.09,1.20%,
30-Dec-2019,7400.5,1.21%,
16-Jul-2022,20921.11,1.21%,
16-Dec-2020,19435.59,1.22%,
