date,error,tweet count,token count
2023-03-18,,23,1115
2022-05-28,,19,1115
2023-05-28,,19,1114
2020-08-22,,16,1113
2019-11-12,,19,1113
2021-07-31,,24,1112
2018-10-23,,16,1107
2018-03-02,,20,1106
2020-06-08,,19,1103
2021-12-12,,23,1102
2018-04-11,,21,1101
2021-08-08,,21,1100
2019-07-18,,20,1100
2020-03-10,,18,1100
2023-06-04,,17,1099
2023-02-25,,22,1098
2023-01-07,,25,1097
2018-10-26,,19,1097
2020-10-19,,21,1096
2020-07-23,,17,1096
2022-08-20,,16,1095
2022-06-05,,17,1095
2019-01-23,,17,1092
2019-01-03,,18,1091
2020-08-12,,17,1090
2018-02-01,,20,1089
2022-06-19,,20,1088
2020-03-31,,14,1087
2018-10-17,,16,1085
2020-09-04,,22,1083
2018-04-26,,20,1083
2020-07-08,,17,1082
2018-01-26,,20,1081
2020-07-25,,16,1081
2020-12-05,,18,1080
2018-11-30,,18,1079
2020-07-21,,19,1078
2018-12-20,,20,1078
2022-01-02,,19,1074
2019-11-08,,17,1073
2018-03-20,,20,1072
2022-09-25,,18,1069
2021-05-09,,16,1069
2022-07-30,,26,1066
2019-04-02,,19,1066
2020-03-20,,18,1066
2021-09-26,,20,1065
2022-07-23,,18,1065
2018-10-19,,17,1065
2020-08-03,,18,1062
2018-04-24,,20,1061
2022-07-10,,20,1060
2019-04-16,,18,1060
2020-06-24,,20,1058
2018-12-04,,16,1057
2022-02-26,,22,1056
2019-02-20,,16,1055
2022-10-23,,21,1054
2023-04-02,,21,1053
2018-12-17,,18,1052
2022-12-18,,22,1051
2020-08-09,,17,1051
2022-02-13,,20,1051
2020-04-10,,14,1049
2018-03-26,,18,1048
2020-11-21,,17,1047
2020-01-10,,15,1047
2019-09-21,,14,1046
2018-10-04,,18,1046
2020-04-25,,15,1045
2020-03-14,,15,1045
2021-10-24,,24,1044
2018-09-25,,18,1042
2022-08-06,,18,1042
2018-11-21,,18,1041
2018-11-19,,18,1040
2018-01-22,,18,1039
2018-03-05,,19,1039
2019-12-03,,14,1038
2018-03-29,,19,1037
2022-02-20,,21,1036
2020-11-07,,15,1034
2020-12-13,,15,1033
2019-06-27,,17,1031
2018-06-15,,15,1030
2020-05-16,,18,1029
2018-02-13,,17,1029
2019-02-11,,18,1028
2020-03-30,,15,1025
2022-08-21,,16,1023
2018-03-12,,17,1023
2019-07-04,,13,1022
2020-05-30,,18,1020
2018-03-28,,19,1019
2021-05-23,,20,1017
2020-07-10,,15,1016
2018-12-18,,19,1016
2021-11-25,,19,1016
2020-06-13,,15,1014
2018-04-20,,19,1013
2019-04-11,,16,1013
2021-10-23,,20,1010
2022-01-30,,21,1010
2022-02-19,,21,1008
2018-02-28,,17,1006
2018-10-12,,16,1004
2022-01-01,,18,1003
2023-06-10,,19,1002
2019-08-13,,16,1001
2020-10-07,,18,1001
2020-10-12,,19,1001
2019-10-31,,15,1000
2019-06-28,,17,1000
2020-02-17,,15,999
2020-09-26,,16,997
2018-08-23,,16,997
2022-06-04,,16,996
2021-09-19,,20,996
2022-03-12,,21,995
2019-07-31,,16,992
2019-04-15,,15,991
2021-09-11,,18,988
2021-10-03,,17,988
2020-08-29,,17,987
2019-03-26,,16,982
2022-09-10,,21,982
2019-11-25,,14,981
2018-10-10,,16,981
2018-01-05,,18,981
2022-10-16,,16,980
2023-04-16,,20,979
2018-02-15,,18,977
2022-04-09,,19,977
2019-07-30,,12,976
2019-08-05,,14,976
2018-09-26,,14,976
2020-09-02,,18,975
2018-12-14,,17,973
2019-04-09,,16,973
2020-01-24,,14,972
2021-10-09,,18,972
2020-02-25,,16,971
2020-07-07,,18,970
2018-04-06,,17,969
2020-10-06,,16,968
2019-01-31,,15,967
2019-02-15,,15,966
2018-01-08,,18,965
2022-12-17,,16,964
2019-09-25,,16,963
2019-07-17,,15,963
2022-08-13,,18,963
2019-07-24,,16,962
2020-02-20,,16,961
2022-03-13,,19,961
2019-10-17,,14,959
2018-02-08,,18,958
2019-09-02,,15,958
2022-03-26,,20,958
2022-07-03,,19,957
2022-07-02,,18,956
2022-07-09,,17,955
2019-09-10,,15,955
2018-11-28,,15,954
2022-04-10,,18,954
2018-04-17,,17,952
2020-10-23,,17,951
2019-05-09,,16,951
2022-06-11,,17,951
2021-08-22,,17,950
2023-01-08,,17,950
2019-08-02,,16,949
2019-01-18,,14,948
2019-06-24,,14,944
2019-01-16,,15,943
2018-02-12,,17,943
2018-02-22,,18,943
2018-10-30,,14,942
2019-08-01,,14,941
2018-04-05,,16,939
2020-04-14,,16,938
2022-10-09,,18,938
2022-09-24,,17,938
2018-05-30,,14,935
2020-01-30,,14,935
2019-03-29,,15,934
2020-02-21,,14,934
2022-01-16,,19,934
2021-08-21,,18,933
2022-03-06,,16,932
2019-09-04,,15,932
2022-09-11,,15,931
2020-03-24,,14,931
2018-03-09,,17,931
2020-02-05,,16,929
2021-12-25,,18,929
2018-06-20,,15,928
2018-08-22,,15,927
2022-01-23,,20,927
2020-09-12,,11,924
2018-04-03,,16,923
2018-03-01,,16,922
2018-04-27,,15,922
2018-03-08,,17,920
2020-04-18,,15,919
2020-11-15,,18,918
2019-12-02,,13,918
2019-11-04,,14,916
2019-09-23,,15,914
2019-11-22,,14,913
2018-10-09,,15,913
2019-05-10,,15,912
2019-06-11,,13,911
2022-04-16,,16,910
2019-09-11,,16,910
2020-06-27,,14,909
2018-04-13,,14,908
2022-04-24,,19,907
2019-02-12,,15,907
2019-07-16,,14,906
2019-04-05,,15,906
2019-10-01,,14,906
2018-11-15,,15,905
2023-03-26,,15,905
2018-03-14,,16,905
2019-03-15,,15,904
2018-02-23,,16,903
2019-07-15,,16,902
2019-08-27,,15,901
2018-11-16,,13,901
2021-12-04,,17,897
2022-03-05,,17,897
2019-06-29,,11,897
2020-06-20,,15,896
2018-07-30,,12,894
2020-02-14,,15,891
2021-09-12,,21,891
2019-07-01,,13,889
2018-01-17,,15,889
2018-06-13,,15,889
2019-05-03,,16,888
2022-01-09,,16,888
2020-03-06,,14,888
2018-02-20,,16,888
2019-12-23,,12,887
2018-04-25,,16,887
2021-12-05,,16,886
2018-11-01,,14,885
2019-09-24,,14,885
2018-11-20,,16,884
2019-09-06,,14,882
2019-08-14,,15,882
2019-03-06,,14,881
2018-07-26,,15,881
2019-03-05,,12,878
2022-10-08,,17,877
2018-03-17,,13,876
2018-10-16,,14,875
2019-11-05,,13,873
2018-03-03,,14,873
2018-09-21,,12,871
2019-01-25,,14,871
2018-01-12,,16,871
2022-03-27,,18,868
2019-12-04,,12,868
2020-05-26,,14,868
2019-02-27,,12,868
2019-04-25,,15,868
2021-11-27,,17,866
2018-12-21,,13,866
2019-10-29,,15,865
2021-08-29,,15,865
2020-07-20,,15,863
2018-08-08,,13,863
2019-03-12,,14,862
2019-12-05,,14,859
2018-02-03,,15,858
2019-01-17,,13,858
2020-11-22,,10,858
2019-01-28,,12,855
2019-12-13,,13,854
2020-08-30,,12,853
2018-12-13,,12,853
2019-04-30,,16,852
2018-11-23,,14,852
2019-12-11,,15,851
2020-07-26,,12,851
2019-02-05,,15,850
2019-10-22,,14,849
2018-01-27,,14,848
2018-11-09,,13,846
2019-08-12,,14,844
2019-01-11,,13,844
2021-12-26,,14,844
2021-12-11,,17,843
2023-01-22,,15,840
2018-12-06,,16,839
2019-05-07,,15,839
2018-04-18,,14,839
2018-09-17,,13,838
2018-09-05,,13,838
2022-05-15,,16,837
2018-01-15,,15,837
2019-02-18,,13,834
2022-03-20,,13,833
2020-06-21,,15,832
2020-05-24,,14,831
2019-10-08,,13,831
2018-12-05,,14,830
2018-09-12,,14,829
2019-12-07,,13,829
2019-10-15,,13,829
2020-03-08,,14,826
2019-06-05,,14,826
2021-07-11,,19,825
2020-08-02,,14,825
2019-03-20,,12,824
2020-03-23,,13,824
2020-05-25,,14,823
2022-04-23,,13,821
2018-03-18,,15,819
2018-11-07,,13,816
2019-02-08,,13,816
2022-01-08,,18,814
2019-01-22,,11,814
2019-11-21,,13,812
2018-04-16,,15,811
2018-09-19,,13,811
2023-01-15,,17,805
2023-06-03,,14,805
2018-04-12,,12,805
2019-05-15,,13,804
2019-09-13,,13,804
2019-11-20,,11,803
2019-05-29,,13,801
2019-06-04,,13,800
2019-05-06,,15,800
2019-04-08,,13,800
2019-05-08,,13,798
2019-04-04,,13,797
2019-10-30,,12,797
2018-11-08,,12,797
2018-07-18,,15,796
2019-07-02,,11,796
2019-04-01,,14,795
2019-02-25,,13,794
2018-06-12,,12,793
2018-12-15,,13,791
2020-05-31,,19,789
2019-12-09,,10,789
2019-08-19,,14,788
2021-05-15,,14,788
2018-12-16,,13,787
2018-10-02,,11,787
2019-09-27,,11,787
2019-09-09,,11,786
2019-08-26,,12,786
2018-10-05,,12,785
2018-12-12,,13,785
2019-04-29,,13,785
2019-08-22,,9,784
2022-09-17,,14,784
2018-04-07,,13,784
2019-03-01,,12,783
2020-02-28,,12,782
2019-08-28,,14,782
2020-11-14,,12,781
2018-09-20,,12,780
2019-01-21,,13,779
2018-04-04,,11,779
2022-07-16,,13,777
2022-12-25,,13,776
2018-03-22,,14,776
2020-09-05,,11,774
2020-01-22,,11,774
2018-03-24,,14,772
2023-05-06,,14,772
2020-02-10,,11,771
2018-02-24,,14,771
2018-12-11,,14,770
2019-12-31,,10,769
2019-03-21,,12,768
2019-08-06,,12,768
2020-02-23,,15,767
2019-05-01,,14,767
2019-09-03,,14,766
2019-07-09,,11,765
2020-08-23,,10,763
2018-09-18,,11,763
2019-07-08,,11,761
2019-07-22,,14,760
2019-10-03,,13,760
2019-02-14,,11,759
2018-10-24,,11,758
2019-10-26,,14,757
2022-09-03,,14,756
2018-07-17,,13,756
2018-01-19,,13,754
2018-11-26,,13,753
2020-05-03,,7,753
2019-01-02,,11,752
2019-12-17,,9,749
2022-09-18,,12,749
2020-01-14,,11,747
2021-05-08,,13,747
2019-06-07,,10,746
2020-02-07,,11,746
2019-01-15,,12,745
2018-11-02,,12,745
2019-03-19,,13,743
2018-11-29,,13,742
2022-04-03,,13,740
2018-05-23,,11,739
2020-03-27,,11,738
2019-01-06,,11,737
2022-10-02,,12,736
2022-05-08,,13,736
2019-08-09,,13,736
2020-07-17,,11,736
2021-12-18,,15,734
2019-08-30,,11,734
2018-02-05,,14,733
2020-01-15,,10,733
2018-05-02,,13,733
2022-04-17,,17,732
2018-02-18,,12,732
2019-09-26,,13,732
2019-06-26,,12,731
2019-04-24,,11,731
2019-03-27,,12,731
2018-12-09,,14,730
2021-12-19,,16,729
2020-01-27,,10,726
2018-05-14,,13,726
2019-11-29,,10,725
2019-02-21,,10,725
2019-02-19,,12,723
2022-03-19,,15,720
2019-05-11,,13,719
2020-04-02,,11,718
2018-01-06,,13,716
2020-05-17,,12,715
2020-06-14,,11,715
2020-01-07,,12,714
2018-02-25,,12,713
2018-05-11,,11,711
2019-01-07,,10,711
2019-11-28,,10,710
2020-01-20,,9,709
2019-01-24,,10,707
2022-05-14,,14,707
2019-11-26,,10,707
2019-08-15,,12,706
2018-01-03,,12,706
2019-03-22,,11,705
2019-10-10,,10,705
2019-05-31,,12,704
2019-08-16,,12,703
2019-12-16,,10,703
2018-09-13,,10,703
2020-10-04,,9,702
2019-11-19,,11,701
2020-01-08,,9,701
2018-05-31,,9,700
2019-09-18,,13,700
2020-09-19,,11,699
2018-07-10,,10,699
2019-04-10,,11,698
2023-06-16,,11,698
2018-08-21,,9,697
2020-08-16,,8,696
2019-02-28,,10,692
2018-01-04,,11,692
2019-07-11,,11,691
2018-08-24,,12,691
2019-08-10,,8,691
2019-01-04,,10,689
2018-04-23,,11,689
2019-10-04,,10,689
2020-04-12,,10,686
2018-07-25,,11,686
2020-04-26,,8,685
2018-08-20,,12,684
2019-06-22,,13,683
2019-06-21,,12,682
2019-11-18,,9,682
2020-03-28,,10,681
2019-05-24,,11,681
2020-02-15,,10,680
2020-03-21,,9,680
2018-10-25,,10,678
2020-07-05,,9,677
2019-07-19,,9,676
2019-02-02,,10,676
2023-06-15,,11,676
2019-08-08,,11,674
2019-07-25,,11,673
2019-07-27,,9,672
2018-05-01,,11,671
2018-10-29,,8,671
2019-10-18,,11,671
2020-03-15,,8,667
2018-11-12,,11,667
2019-04-12,,10,667
2022-05-29,,11,666
2020-01-17,,9,666
2019-01-08,,9,664
2020-04-04,,9,662
2018-06-06,,10,661
2018-10-08,,10,660
2019-10-09,,11,660
2019-06-12,,8,660
2020-04-13,,11,659
2018-03-23,,9,658
2019-11-16,,10,657
2019-03-11,,10,656
2018-02-10,,11,656
2018-10-18,,9,656
2018-12-10,,10,654
2023-05-07,,13,654
2020-02-13,,10,654
2019-04-17,,10,653
2019-03-24,,9,653
2018-12-28,,10,653
2018-08-10,,11,652
2018-08-29,,10,652
2019-12-30,,7,649
2018-08-28,,11,649
2018-05-24,,11,648
2018-09-10,,10,647
2018-12-07,,9,647
2022-07-17,,12,646
2019-10-07,,9,646
2018-03-11,,12,645
2019-07-10,,9,643
2018-11-18,,9,643
2019-12-24,,8,642
2019-11-01,,10,638
2019-10-24,,11,638
2019-09-01,,9,637
2018-06-14,,10,637
2018-06-07,,9,636
2018-05-19,,9,636
2018-03-30,,11,636
2018-07-16,,10,633
2020-01-13,,8,633
2020-01-16,,9,632
2018-04-19,,10,630
2018-07-19,,12,629
2019-05-30,,9,628
2019-08-03,,9,627
2019-04-26,,10,627
2018-06-29,,12,626
2020-02-06,,9,626
2018-08-15,,9,626
2018-05-04,,8,626
2022-06-26,,12,625
2020-01-09,,7,624
2019-06-02,,8,623
2019-10-02,,10,621
2019-05-28,,9,620
2018-05-16,,9,618
2018-01-21,,10,618
2018-11-06,,10,618
2020-09-07,,10,616
2019-03-08,,9,616
2020-02-29,,11,615
2019-12-27,,8,615
2019-11-06,,10,615
2018-06-27,,12,615
2018-03-10,,11,614
2018-04-14,,10,613
2018-11-13,,8,612
2019-02-07,,8,610
2020-01-03,,10,610
2019-08-23,,10,610
2019-04-19,,8,608
2018-08-14,,9,608
2018-01-14,,12,608
2019-12-12,,7,607
2019-09-30,,6,607
2018-01-28,,10,606
2018-04-21,,10,606
2019-06-17,,8,606
2020-10-24,,11,605
2019-10-19,,9,605
2018-12-27,,9,604
2019-06-06,,10,603
2018-08-01,,9,601
2018-04-29,,9,600
2019-09-07,,7,598
2019-02-03,,11,598
2018-06-05,,10,598
2018-06-25,,9,597
2020-08-08,,10,596
2019-07-05,,9,596
2019-06-20,,10,596
2018-09-04,,8,595
2019-05-02,,9,595
2019-10-28,,8,593
2019-12-20,,9,592
2020-11-08,,7,592
2019-01-01,,9,592
2018-10-11,,8,590
2020-04-05,,7,589
2018-08-06,,7,589
2018-03-19,,10,589
2018-12-02,,10,588
2020-01-21,,8,588
2018-11-05,,9,587
2020-10-18,,10,585
2018-09-23,,8,584
2019-05-20,,10,584
2019-12-25,,8,583
2019-01-27,,10,581
2019-05-16,,10,581
2020-04-15,,10,580
2019-12-19,,8,579
2019-06-14,,9,578
2018-08-13,,10,578
2019-05-21,,9,577
2019-11-13,,7,575
2019-03-04,,9,575
2018-03-31,,8,575
2018-12-23,,9,574
2020-09-27,,8,573
2019-08-31,,7,573
2019-02-22,,9,572
2019-11-27,,9,569
2019-03-14,,9,569
2019-12-14,,7,567
2018-05-09,,9,566
2020-03-22,,7,566
2018-05-08,,8,566
2018-11-22,,9,566
2020-01-05,,5,565
2019-10-23,,9,564
2018-05-05,,7,560
2020-10-11,,10,559
2018-07-24,,10,558
2018-06-28,,9,557
2019-02-04,,9,554
2018-05-18,,8,552
2019-03-17,,7,551
2019-07-03,,8,551
2020-02-16,,8,551
2019-12-06,,6,551
2020-06-07,,10,550
2018-05-12,,8,550
2018-05-03,,8,549
2019-07-26,,8,549
2020-10-25,,8,548
2022-06-25,,12,547
2019-05-13,,10,546
2019-05-04,,8,545
2018-11-17,,8,545
2019-05-27,,9,544
2018-06-04,,9,544
2018-04-30,,8,540
2018-06-08,,8,539
2020-10-10,,7,539
2018-09-24,,8,538
2019-10-16,,8,537
2020-03-07,,11,533
2018-08-18,,7,531
2018-10-06,,8,530
2018-09-06,,7,530
2018-09-27,,8,527
2020-10-17,,8,525
2018-04-28,,7,525
2019-10-06,,7,524
2019-12-18,,7,524
2019-04-22,,7,522
2020-07-11,,8,521
2018-01-01,,8,521
2020-07-12,,7,520
2018-06-30,,7,517
2018-06-22,,8,516
2019-06-19,,8,515
2019-05-26,,8,515
2018-05-17,,8,515
2018-07-31,,8,515
2019-07-23,,8,515
2018-06-16,,6,514
2018-12-08,,7,513
2020-10-03,,8,513
2020-04-11,,7,511
2018-09-14,,7,511
2018-01-07,,8,510
2018-01-02,,9,508
2019-08-07,,6,507
2018-08-26,,7,506
2018-09-11,,7,506
2019-10-25,,7,505
2018-05-10,,8,504
2019-06-03,,9,504
2019-11-02,,7,504
2018-01-13,,8,503
2019-05-23,,9,503
2018-02-11,,8,503
2018-08-27,,7,502
2020-01-06,,7,501
2019-03-16,,7,501
2019-11-09,,8,493
2018-06-11,,7,493
2018-10-21,,6,493
2018-07-11,,6,492
2019-09-05,,6,492
2018-09-03,,8,488
2019-06-13,,7,487
2019-01-29,,6,487
2019-04-20,,7,486
2019-05-12,,7,486
2019-02-16,,7,485
2022-06-12,,8,485
2020-04-19,,7,484
2019-01-14,,6,482
2020-09-06,,7,481
2019-03-09,,7,481
2018-05-22,,7,480
2018-10-27,,7,478
2018-05-21,,7,475
2018-07-03,,7,474
2018-11-03,,7,473
2019-05-17,,8,472
2019-06-10,,7,471
2019-06-25,,6,470
2020-07-18,,8,469
2018-12-29,,5,467
2019-10-13,,7,465
2018-08-25,,7,463
2018-12-24,,5,462
2019-08-17,,9,460
2018-07-06,,7,458
2019-10-21,,7,457
2020-03-01,,6,455
2019-10-05,,6,454
2018-05-29,,6,453
2019-06-16,,6,451
2018-06-21,,6,451
2018-06-01,,6,449
2018-10-13,,6,447
2019-03-13,,6,444
2020-02-09,,8,443
2018-10-01,,6,443
2018-07-07,,6,443
2019-10-12,,6,439
2018-02-04,,7,437
2018-07-27,,7,435
2018-07-04,,5,435
2019-06-15,,4,435
2018-05-15,,6,435
2018-07-02,,6,434
2019-07-20,,6,433
2019-02-17,,6,433
2019-03-07,,5,433
2020-09-13,,5,432
2018-09-28,,6,432
2019-05-18,,6,432
2018-08-30,,6,430
2018-11-10,,6,430
2018-07-09,,6,430
2019-06-08,,6,430
2019-07-21,,6,429
2018-04-08,,7,428
2020-05-23,,7,427
2018-09-09,,6,427
2019-12-22,,6,427
2020-02-22,,5,425
2018-10-20,,5,425
2018-08-02,,6,424
2019-11-30,,6,424
2019-07-13,,7,423
2018-05-25,,6,423
2019-10-20,,6,420
2019-06-23,,6,419
2020-01-04,,7,418
2019-12-26,,6,418
2019-01-26,,6,417
2020-02-08,,6,417
2018-11-25,,6,417
2018-04-15,,5,416
2019-01-12,,5,412
2018-07-12,,6,410
2019-08-04,,3,410
2018-06-23,,6,409
2020-01-11,,5,409
2019-03-03,,5,408
2018-06-26,,5,407
2019-02-24,,6,406
2018-12-26,,4,405
2020-07-19,,5,404
2018-05-13,,5,404
2019-11-15,,5,403
2018-09-15,,6,402
2020-01-02,,5,402
2019-12-29,,5,401
2019-09-17,,6,400
2018-06-03,,5,399
2019-12-08,,7,396
2019-07-07,,5,395
2020-01-18,,6,394
2019-04-14,,6,394
2019-11-24,,5,393
2019-02-10,,5,393
2019-11-11,,4,392
2018-04-02,,6,392
2023-06-18,,5,391
2019-04-21,,5,390
2018-05-07,,6,390
2019-06-01,,6,390
2019-07-06,,6,389
2018-11-11,,5,386
2019-12-01,,4,385
2018-03-04,,6,385
2018-07-13,,5,382
2018-08-07,,5,382
2018-09-16,,4,382
2019-07-14,,5,380
2020-01-01,,5,379
2019-02-23,,5,379
2018-03-25,,6,377
2018-07-28,,5,375
2018-11-24,,6,374
2018-04-22,,5,374
2018-09-07,,4,374
2018-01-20,,5,372
2018-07-21,,5,371
2018-12-01,,5,370
2018-02-17,,5,369
2018-06-17,,4,366
2018-05-28,,5,366
2020-11-01,,6,365
2018-08-09,,5,364
2019-12-15,,4,363
2018-06-02,,4,359
2020-09-20,,5,358
2019-04-27,,4,358
2018-04-01,,5,357
2018-08-16,,4,354
2023-06-17,,6,351
2020-02-02,,10,350
2019-06-09,,5,345
2019-05-25,,4,341
2018-08-12,,4,340
2019-03-25,,4,339
2018-11-04,,4,337
2018-06-24,,4,337
2018-07-01,,5,336
2018-12-22,,5,332
2020-06-28,,5,331
2019-04-13,,4,331
2019-11-03,,3,331
2019-04-06,,4,330
2018-08-17,,4,329
2018-10-28,,4,320
2019-04-28,,3,319
2019-11-10,,4,318
2020-02-01,,4,317
2019-09-15,,4,314
2020-01-25,,3,313
2018-07-14,,4,313
2019-08-25,,5,308
2019-09-29,,4,306
2018-07-15,,4,306
2018-07-05,,4,305
2019-05-05,,3,304
2020-03-29,,3,300
2018-07-29,,4,299
2019-05-19,,4,298
2018-10-07,,3,298
2018-07-23,,3,295
2019-09-14,,2,293
2019-11-23,,3,291
2019-09-28,,2,291
2018-09-22,,2,289
2018-08-04,,3,289
2019-03-10,,3,288
2019-01-20,,3,285
2018-08-31,,3,283
2018-08-11,,3,281
2019-01-19,,3,277
2019-08-24,,4,273
2019-10-14,,3,273
2019-06-30,,3,273
2019-01-05,,3,271
2019-03-18,,3,270
2018-06-18,,3,268
2020-01-12,,3,267
2019-08-18,,3,263
2019-07-28,,2,263
2018-10-14,,2,262
2018-07-08,,2,262
2019-12-21,,3,260
2019-10-27,,3,259
2019-08-11,,3,251
2019-03-02,,2,250
2018-05-06,,3,246
2018-06-19,,2,244
2018-05-20,,2,242
2019-03-31,,2,240
2018-05-27,,2,239
2018-09-29,,2,238
2020-01-19,,2,232
2019-03-23,,2,226
2020-01-26,,2,225
2018-09-01,,2,222
2018-08-19,,2,219
2018-09-30,,2,218
2019-01-13,,2,218
2018-06-10,,2,217
2018-08-05,,2,217
2019-09-22,,1,215
2018-09-02,,2,209
2019-12-28,,1,201
2019-09-08,,1,195
2019-03-30,,1,194
2018-05-26,,1,191
2018-09-08,,1,187
2019-04-07,,1,183
2019-02-09,,1,181
2018-06-09,,1,179
2018-07-22,,1,178
2018-12-30,,1,178
2018-12-25,,1,173
2018-07-20,,1,164
